step,trans_type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,accountType,isFraud,isFlaggedFraud
1,CASH_OUT,19162.08,C25936709,0.0,C885951223,60169.0,DOMESTIC,0,0
1,CASH_OUT,220691.42,C1123559518,0.0,C1590550415,6093090.62,DOMESTIC,0,0
1,CASH_OUT,190445.51,C1760219993,0.0,C1360767589,203679.0,DOMESTIC,0,0
1,CASH_OUT,112086.81,C403547747,0.0,C1531333864,292728.0,DOMESTIC,0,0
1,CASH_OUT,151829.91,C873309260,0.0,C1023714065,1161088.31,DOMESTIC,0,0
1,CASH_OUT,3146.16,C923083575,0.0,C1504109395,9471.0,DOMESTIC,0,0
1,CASH_OUT,296752.75,C589363823,0.0,C1531333864,404814.81,DOMESTIC,0,0
1,CASH_OUT,191702.06,C2052457859,0.0,C985934102,272624.5,DOMESTIC,0,0
1,CASH_OUT,365510.05,C1299327689,0.0,C564160838,564572.76,DOMESTIC,0,0
1,CASH_OUT,202332.08,C1408279755,0.0,C453211571,342149.2,DOMESTIC,0,0
1,CASH_OUT,55105.9,C2007486296,0.0,C932583850,317952.89,DOMESTIC,0,0
1,CASH_OUT,178439.26,C1634723627,0.0,C2083562754,278846.75,DOMESTIC,0,0
1,CASH_OUT,88834.86,C938463537,0.0,C985934102,464326.57,DOMESTIC,0,0
1,CASH_OUT,210370.09,C2121995675,0.0,C1170794006,1442298.03,DOMESTIC,0,0
1,CASH_OUT,82691.56,C1620409359,0.0,C248609774,657983.89,DOMESTIC,0,0
1,CASH_OUT,338767.1,C691691381,0.0,C453211571,544481.28,DOMESTIC,0,0
1,CASH_OUT,187728.59,C264978436,0.0,C1360767589,394124.51,DOMESTIC,0,0
1,CASH_OUT,271002.7,C500618423,0.0,C451111351,851368.24,DOMESTIC,0,0
1,CASH_OUT,323105.08,C1458091526,0.0,C747464370,378299.67,DOMESTIC,0,0
1,CASH_OUT,73464.06,C307488715,0.0,C1789550256,444779.0,DOMESTIC,0,0
1,CASH_OUT,503333.79,C1640612861,0.0,C985934102,553161.42,DOMESTIC,0,0
1,CASH_OUT,71991.42,C990679445,0.0,C557041912,81682.58,DOMESTIC,0,0
1,CASH_OUT,26759.05,C746280996,0.0,C1360767589,581853.1,DOMESTIC,0,0
1,CASH_OUT,128487.35,C50503805,0.0,C747464370,701404.75,DOMESTIC,0,0
1,CASH_OUT,252908.87,C1557989809,0.0,C33524623,919763.4,DOMESTIC,0,0
1,CASH_OUT,64489.64,C146874094,0.0,C1297685781,398424.59,DOMESTIC,0,0
1,CASH_OUT,171369.73,C2123222442,0.0,C451111351,1122370.94,DOMESTIC,0,0
1,DEBIT,4497.87,C1278002745,107388.0,C510113906,19053.0,DOMESTIC,0,0
1,CASH_OUT,12401.9,C1389774257,0.0,C1096283470,349763.0,DOMESTIC,0,0
1,WIRE_IN,480222.51,C201677908,11110.0,C451111351,1293740.67,FOREIGN,0,0
1,DEBIT,1393.46,C79290250,100068.0,C1076835071,26446.0,DOMESTIC,0,0
1,CASH_OUT,280877.92,C1544614339,2188.97,C1297685781,462914.23,DOMESTIC,0,0
1,CASH_OUT,369989.2,C1936550492,9515.86,C1789550256,518243.06,DOMESTIC,0,0
1,CASH_OUT,262392.36,C2069500590,0.0,C2083562754,457286.01,DOMESTIC,0,0
1,CASH_OUT,202624.59,C452364286,0.0,C985934102,1056495.21,DOMESTIC,0,0
1,CASH_OUT,498960.91,C1957078537,0.0,C1360767589,608612.15,DOMESTIC,0,0
1,CASH_OUT,691738.36,C1514214932,0.0,C1590550415,6285707.02,DOMESTIC,0,0
1,CASH_OUT,58820.08,C594858858,0.0,C1360767589,1107573.06,DOMESTIC,0,0
1,DEBIT,3428.95,C1317375498,147798.0,C665576141,1534657.01,DOMESTIC,0,0
1,DEBIT,12872.92,C425015667,11197.0,C466505482,51885.0,DOMESTIC,0,0
1,DEBIT,4565.14,C201274566,30265.0,C747464370,829892.09,DOMESTIC,0,0
1,WIRE_IN,123179.97,C1447353473,7215.0,C20671747,12904.68,FOREIGN,0,0
1,WIRE_OUT,522264.81,C1927963027,24.0,C1234776885,11361.0,FOREIGN,0,0
1,WIRE_OUT,26923.42,C1108517064,11049.67,C1983747920,199404.91,FOREIGN,0,0
1,WIRE_OUT,53783.57,C511354923,0.0,C1899073220,75514.0,FOREIGN,0,0
1,WIRE_OUT,211075.91,C1540894701,0.0,C564160838,930082.81,FOREIGN,0,0
1,WIRE_OUT,100677.86,C203149502,0.0,C1531333864,701567.56,FOREIGN,0,0
1,WIRE_OUT,473499.51,C1198197478,0.0,C453211571,883248.39,FOREIGN,0,0
1,WIRE_OUT,1538200.39,C476579021,0.0,C1590550415,6977445.38,FOREIGN,0,0
1,WIRE_IN,2421578.09,C106297322,0.0,C1590550415,8515645.77,FOREIGN,0,0
1,WIRE_OUT,1349670.68,C1419332030,0.0,C665576141,1538085.96,FOREIGN,0,0
1,WIRE_OUT,314403.14,C1262110193,0.0,C1789550256,888232.25,FOREIGN,0,0
1,WIRE_IN,1457213.54,C396918327,0.0,C1590550415,10900000.0,FOREIGN,0,0
1,WIRE_IN,445038.71,C547441493,0.0,C1531333864,802245.42,FOREIGN,0,0
1,WIRE_OUT,1123206.66,C967677821,0.0,C451111351,1773963.18,FOREIGN,0,0
1,DEBIT,996.0,C1839206329,46132.0,C998351292,88106.55,DOMESTIC,0,0
1,WIRE_IN,176334.26,C169880779,45136.0,C1286084959,1251626.46,FOREIGN,0,0
1,WIRE_IN,161217.61,C552674617,0.0,C909295153,199733.0,FOREIGN,0,0
1,WIRE_IN,75442.68,C402808045,0.0,C1318822808,80469.0,FOREIGN,0,0
1,WIRE_IN,55536.86,C332365138,0.0,C392292416,915902.37,FOREIGN,0,0
1,WIRE_OUT,438437.09,C977160959,0.0,C248609774,740675.45,FOREIGN,0,0
1,WIRE_IN,928722.69,C1563053805,0.0,C985934102,1259119.8,FOREIGN,0,0
1,WIRE_IN,1478772.04,C1464177809,0.0,C1170794006,1652668.12,FOREIGN,0,0
1,WIRE_OUT,2545478.01,C1057507014,0.0,C1590550415,12400000.0,FOREIGN,0,0
1,WIRE_OUT,2061082.82,C2007599722,0.0,C1590550415,14900000.0,FOREIGN,0,0
1,WIRE_OUT,983479.66,C2029780820,0.0,C1170794006,3131440.16,FOREIGN,0,0
1,WIRE_OUT,635507.97,C65080774,0.0,C747464370,834457.23,FOREIGN,0,0
1,WIRE_OUT,848231.57,C2116179210,0.0,C1170794006,4114919.82,FOREIGN,0,0
1,WIRE_OUT,739112.93,C1172535934,0.0,C564160838,1141158.73,FOREIGN,0,0
1,WIRE_IN,324397.94,C1648700617,0.0,C932583850,373058.79,FOREIGN,0,0
1,WIRE_OUT,982862.81,C1765900922,0.0,C985934102,2187842.49,FOREIGN,0,0
1,WIRE_IN,955855.0,C94830685,0.0,C248609774,1179112.54,FOREIGN,0,0
1,WIRE_IN,179253.24,C1539947037,0.0,C1870252780,179614.1,FOREIGN,0,0
1,CASH_OUT,373068.26,C1047934137,20034.0,C1286084959,1427960.73,DOMESTIC,0,0
1,CASH_IN,228451.89,C1614133563,143236.26,C2083562754,719678.38,DOMESTIC,0,0
1,CASH_IN,232953.64,C1037163664,407590.65,C33524623,1172672.27,DOMESTIC,0,0
1,CASH_IN,193492.68,C1200546947,706457.23,C1531333864,1247284.13,DOMESTIC,0,0
1,CASH_IN,62325.15,C695530017,960786.56,C564160838,1880271.66,DOMESTIC,0,0
1,CASH_IN,349640.51,C1493042329,1023111.71,C909295153,360950.61,DOMESTIC,0,0
1,CASH_IN,135324.19,C1751403001,1372752.22,C453211571,1356747.89,DOMESTIC,0,0
1,CASH_IN,228710.05,C57624756,2769665.72,C1297685781,743792.14,DOMESTIC,0,0
1,CASH_IN,220431.09,C1543518287,2998375.78,C451111351,2897169.84,DOMESTIC,0,0
1,CASH_IN,114271.72,C2072130509,3758738.27,C985934102,3170705.3,DOMESTIC,0,0
1,CASH_IN,764772.98,C482307698,3946209.08,C985934102,3056433.58,DOMESTIC,0,0
1,CASH_IN,154160.82,C263833514,5072751.28,C503195940,157376.0,DOMESTIC,0,0
1,CASH_IN,257348.03,C1278839936,5226912.1,C985934102,2291660.6,DOMESTIC,0,0
1,CASH_IN,334234.39,C1618984457,5738894.62,C1870252780,358867.35,DOMESTIC,0,0
1,CASH_IN,227335.16,C1621254922,6073129.01,C564160838,1817946.5,DOMESTIC,0,0
1,CASH_IN,217615.09,C1979080261,6744989.53,C392292416,971439.24,DOMESTIC,0,0
1,CASH_IN,355294.5,C1860886124,6962604.61,C747464370,1469965.2,DOMESTIC,0,0
1,CASH_IN,349505.89,C173791568,7330235.59,C1590550415,17000000.0,DOMESTIC,0,0
1,CASH_IN,214851.41,C2002174925,8097880.27,C33524623,939718.63,DOMESTIC,0,0
1,CASH_IN,54988.56,C588449070,8312731.68,C11003494,60870.0,DOMESTIC,0,0
1,CASH_IN,61150.85,C376725601,8430591.3,C1360767589,1166393.13,DOMESTIC,0,0
1,CASH_IN,131409.27,C1476235721,8491742.16,C1068824137,290276.03,DOMESTIC,0,0
1,CASH_IN,313373.56,C1552870927,20140.16,C985934102,2034312.57,DOMESTIC,0,0
1,CASH_IN,27070.11,C641882263,346803.59,C1568059495,70595.0,DOMESTIC,0,0
1,CASH_IN,127954.7,C1930837320,373873.7,C564160838,1590611.34,DOMESTIC,0,0
1,CASH_IN,197031.04,C1489193907,501828.4,C1297685781,515082.09,DOMESTIC,0,0
1,CASH_IN,144366.64,C1453606810,698859.44,C985934102,1720939.01,DOMESTIC,0,0
1,CASH_IN,123103.74,C547923534,851191.57,C736709391,541942.24,DOMESTIC,0,0
1,CASH_IN,106634.77,C1660223291,974295.31,C1170794006,4963151.39,DOMESTIC,0,0
1,CASH_IN,74933.22,C379124840,1080930.07,C1023714065,1312918.22,DOMESTIC,0,0
1,CASH_IN,120234.99,C1157943921,1155863.3,C977993101,194026.33,DOMESTIC,0,0
1,CASH_IN,5763.99,C544966217,1276098.29,C1870252780,24632.95,DOMESTIC,0,0
1,CASH_IN,156922.36,C1706272858,1281862.28,C665576141,2887756.64,DOMESTIC,0,0
1,CASH_IN,162665.98,C882471736,1438784.65,C1096283470,362164.9,DOMESTIC,0,0
1,CASH_IN,110226.34,C1475192960,1601450.63,C1816757085,1601450.63,DOMESTIC,0,0
1,CASH_IN,157108.01,C749604930,1750943.45,C985934102,1576572.37,DOMESTIC,0,0
1,CASH_IN,223555.14,C373097727,1908051.46,C564160838,1462656.64,DOMESTIC,0,0
1,CASH_IN,146331.12,C2082509879,2131606.6,C1531333864,1053791.45,DOMESTIC,0,0
1,CASH_IN,141131.23,C576894497,2277937.72,C985934102,1419464.36,DOMESTIC,0,0
1,CASH_IN,222711.47,C2123533871,2419068.96,C1590550415,16700000.0,DOMESTIC,0,0
1,CASH_IN,79285.8,C1340848245,3355479.81,C1170794006,4856516.62,DOMESTIC,0,0
1,CASH_IN,248196.92,C281421502,3567618.59,C1297685781,318051.05,DOMESTIC,0,0
1,CASH_IN,403418.39,C848097505,3834666.95,C1286084959,1801028.99,DOMESTIC,0,0
1,CASH_IN,235564.81,C1672598778,4238085.34,C451111351,2676738.75,DOMESTIC,0,0
1,CASH_IN,32325.24,C1122233828,4473650.15,C1068824137,158866.76,DOMESTIC,0,0
1,CASH_IN,234094.24,C1739267143,5678386.36,C985934102,1278333.12,DOMESTIC,0,0
1,CASH_IN,273305.73,C192456457,5912480.6,C1023714065,1237985.0,DOMESTIC,0,0
1,CASH_IN,186838.95,C817689537,6185786.33,C736709391,418838.5,DOMESTIC,0,0
1,CASH_IN,193161.04,C708613859,6372625.28,C451111351,2441173.94,DOMESTIC,0,0
1,CASH_IN,152823.85,C365625031,6565786.32,C1789550256,1202635.39,DOMESTIC,0,0
1,CASH_IN,277807.48,C212963786,6810067.99,C1531333864,907460.33,DOMESTIC,0,0
1,CASH_IN,221693.08,C2032909428,7098654.2,C1531333864,629652.85,DOMESTIC,0,0
1,CASH_IN,206097.65,C2031377754,7320347.28,C564160838,1239101.5,DOMESTIC,0,0
1,CASH_IN,22384.21,C523211332,7526444.93,C459857341,42211.0,DOMESTIC,0,0
1,CASH_IN,160347.32,C1972143064,7965270.68,C33524623,724867.22,DOMESTIC,0,0
1,CASH_IN,63189.26,C95369743,8414890.75,C1860513229,101925.0,DOMESTIC,0,0
1,CASH_IN,196725.32,C26928827,8478080.0,C451111351,2248012.9,DOMESTIC,0,0
1,DEBIT,5853.21,C2066892165,5039.0,C662736689,20018.0,DOMESTIC,0,0
1,WIRE_OUT,276460.62,C1871680329,595.0,C1360767589,1105242.28,FOREIGN,0,0
1,CASH_OUT,195314.34,C934740803,0.0,C2083562754,491226.48,DOMESTIC,0,0
1,CASH_OUT,562903.81,C24039137,9045.19,C33524623,564519.9,DOMESTIC,0,0
1,CASH_OUT,227478.01,C1394010463,25743.78,C1590550415,16400000.0,DOMESTIC,0,0
1,DEBIT,12154.7,C1011044643,39699.0,C451111351,2051287.58,DOMESTIC,0,0
1,CASH_IN,161632.16,C725832346,310651.04,C985934102,1044238.89,DOMESTIC,0,0
1,CASH_IN,89327.65,C1807176280,943628.44,C451111351,2063442.28,DOMESTIC,0,0
1,CASH_IN,194900.16,C203819996,1032956.09,C1262822392,8633995.76,DOMESTIC,0,0
1,CASH_IN,24470.43,C1977618945,1227856.25,C1360767589,1381702.9,DOMESTIC,0,0
1,CASH_IN,45317.95,C1060519157,1815890.48,C2096057945,99578.86,DOMESTIC,0,0
1,CASH_IN,230021.01,C58890945,1861208.43,C1170794006,4777230.82,DOMESTIC,0,0
1,CASH_IN,154578.28,C1269773610,2091229.45,C564160838,1033003.86,DOMESTIC,0,0
1,CASH_IN,206405.92,C367967231,2559941.74,C453211571,1221423.7,DOMESTIC,0,0
1,CASH_IN,158995.29,C36531985,2766347.65,C1816757085,8674805.32,DOMESTIC,0,0
1,CASH_IN,178370.36,C767436045,3340793.04,C1590550415,16700000.0,DOMESTIC,0,0
1,CASH_IN,15152.15,C1847431070,3561711.36,C1262822392,8439095.6,DOMESTIC,0,0
1,CASH_IN,101669.17,C1660837991,3616113.18,C1234776885,533625.81,DOMESTIC,0,0
1,CASH_IN,81694.11,C1325866488,3717782.35,C2083562754,686540.82,DOMESTIC,0,0
1,CASH_IN,183250.0,C1195396074,3845245.42,C736709391,231999.55,DOMESTIC,0,0
1,CASH_IN,219220.21,C811562535,4028495.42,C451111351,1974114.63,DOMESTIC,0,0
1,CASH_IN,143148.97,C1824322115,4502611.13,C1170794006,4547209.8,DOMESTIC,0,0
1,CASH_IN,132457.52,C702999333,4645760.1,C1262822392,8423943.45,DOMESTIC,0,0
1,CASH_IN,106727.81,C865858182,4927051.9,C665576141,2730834.27,DOMESTIC,0,0
1,CASH_IN,194311.34,C647973805,5256903.42,C33524623,1127423.71,DOMESTIC,0,0
1,CASH_IN,247575.4,C842331982,5790179.68,C1262822392,8291485.93,DOMESTIC,0,0
1,CASH_IN,90340.16,C660595570,6067222.09,C1590550415,16500000.0,DOMESTIC,0,0
1,CASH_IN,198847.32,C1088491512,6157562.25,C1023714065,964679.26,DOMESTIC,0,0
1,CASH_IN,76932.89,C648315947,6511484.99,C1023714065,765831.94,DOMESTIC,0,0
1,CASH_IN,7322.98,C913242382,6681389.66,C146305349,64966.0,DOMESTIC,0,0
1,CASH_IN,222126.95,C870322840,6688712.64,C1286084959,1397610.6,DOMESTIC,0,0
1,CASH_IN,1271.77,C173738886,6973823.5,C932583850,697456.73,DOMESTIC,0,0
1,CASH_IN,246816.65,C1262237002,6975095.27,C33524623,933112.37,DOMESTIC,0,0
1,CASH_IN,21898.97,C2029754983,7221911.92,C747464370,1114670.7,DOMESTIC,0,0
1,CASH_IN,100275.09,C564817260,7274622.45,C564160838,878425.58,DOMESTIC,0,0
1,CASH_IN,46630.53,C194415222,7374897.54,C2083562754,604846.71,DOMESTIC,0,0
1,CASH_IN,158775.58,C798622145,7421528.07,C1023714065,688899.05,DOMESTIC,0,0
1,CASH_IN,66216.71,C1800967368,7844808.61,C97730845,117785.88,DOMESTIC,0,0
1,CASH_IN,216133.99,C338887787,7911025.32,C747464370,1092771.73,DOMESTIC,0,0
1,CASH_IN,770537.37,C2015999862,8499043.13,C1883840933,8499043.13,DOMESTIC,0,0
1,CASH_IN,71275.47,C1467515503,8499043.13,C20671747,136084.66,DOMESTIC,0,0
1,CASH_IN,336298.77,C1533330615,8570318.6,C1789550256,1049811.54,DOMESTIC,0,0
1,CASH_IN,317393.38,C1197721383,8906617.38,C1286084959,1175483.65,DOMESTIC,0,0
1,CASH_IN,311449.38,C1639765351,9405012.76,C1789550256,713512.77,DOMESTIC,0,0
1,CASH_IN,270824.42,C478209179,9716462.14,C1816757085,8515810.04,DOMESTIC,0,0
1,CASH_OUT,227768.63,C1445424568,1011466.31,C1023714065,530123.48,DOMESTIC,0,0
1,CASH_OUT,172986.7,C1374217958,783697.68,C33524623,686295.71,DOMESTIC,0,0
1,DEBIT,8807.01,C767511741,139428.0,C20671747,64809.18,DOMESTIC,0,0
1,DEBIT,4347.78,C890160158,20766.0,C1531333864,407959.76,DOMESTIC,0,0
1,CASH_OUT,213922.13,C1768127248,16418.22,C1234776885,431956.63,DOMESTIC,0,0
1,CASH_OUT,83859.59,C119112899,0.0,C1590550415,16400000.0,DOMESTIC,0,0
1,CASH_OUT,86410.3,C662666707,0.0,C1023714065,757892.11,DOMESTIC,0,0
1,CASH_OUT,161613.93,C593768538,0.0,C1789550256,402063.39,DOMESTIC,0,0
1,CASH_OUT,244361.81,C1191864687,0.0,C33524623,859282.41,DOMESTIC,0,0
1,CASH_OUT,596617.87,C466032056,0.0,C1234776885,645878.76,DOMESTIC,0,0
1,CASH_OUT,377520.94,C726212590,0.0,C1789550256,563677.32,DOMESTIC,0,0
1,CASH_OUT,60758.42,C1058822905,0.0,C1318822808,155911.68,DOMESTIC,0,0
1,CASH_OUT,86204.31,C475394679,0.0,C1789550256,941198.26,DOMESTIC,0,0
1,CASH_OUT,1234.0,C1574615832,0.0,C1983025922,29906.0,DOMESTIC,0,0
1,CASH_OUT,18288.91,C1049590050,0.0,C1286084959,858090.28,DOMESTIC,0,0
1,CASH_OUT,248979.22,C1662592920,0.0,C33524623,1103644.22,DOMESTIC,0,0
1,CASH_OUT,126774.5,C1357686726,0.0,C1234776885,1242496.63,DOMESTIC,0,0
1,CASH_OUT,38428.19,C1491522744,0.0,C1568059495,43524.89,DOMESTIC,0,0
1,CASH_OUT,109732.52,C501608687,0.0,C1816757085,8244985.62,DOMESTIC,0,0
1,CASH_OUT,63807.17,C1822434669,0.0,C2083562754,558216.18,DOMESTIC,0,0
1,CASH_OUT,406297.68,C1592840862,0.0,C985934102,882606.73,DOMESTIC,0,0
1,WIRE_IN,16631.14,C1021565761,0.0,C998351292,89102.55,FOREIGN,0,0
1,CASH_OUT,431381.17,C1076202543,40481.0,C306206744,55566.0,DOMESTIC,0,0
1,WIRE_IN,43670.84,C749486981,0.0,C885951223,79331.08,FOREIGN,0,0
1,CASH_OUT,287265.38,C739264372,24458.17,C306206744,486947.17,DOMESTIC,0,0
1,CASH_OUT,416001.33,C749981943,0.0,C667346055,102.0,DOMESTIC,0,0
1,CASH_IN,352568.35,C1256405521,9945.0,C665576141,2624106.46,DOMESTIC,0,0
1,DEBIT,6973.12,C373544591,50015.0,C1568059495,81953.08,DOMESTIC,0,0
1,WIRE_IN,138857.19,C1947941827,109473.0,C1789550256,1027402.57,FOREIGN,0,0
1,CASH_OUT,88987.11,C2014563089,2816.58,C932583850,696184.96,DOMESTIC,0,0
1,WIRE_OUT,345698.98,C1453062635,40419.0,C997608398,20489.94,FOREIGN,0,0
1,WIRE_IN,637161.0,C1846982837,0.0,C1789550256,1166259.76,FOREIGN,0,0
1,WIRE_IN,639378.37,C1135935001,0.0,C392292416,753824.15,FOREIGN,0,0
1,WIRE_OUT,1867849.02,C355885103,0.0,C665576141,2271538.11,FOREIGN,0,0
1,WIRE_OUT,1193410.46,C1321115948,0.0,C1590550415,16500000.0,FOREIGN,0,0
1,WIRE_IN,348186.2,C706665172,0.0,C306206744,774212.55,FOREIGN,0,0
1,WIRE_OUT,1440296.14,C1649847375,0.0,C1590550415,17700000.0,FOREIGN,0,0
1,WIRE_IN,799483.57,C1153933106,0.0,C306206744,1122398.75,FOREIGN,0,0
1,WIRE_OUT,969631.31,C2144067911,0.0,C248609774,2134967.54,FOREIGN,0,0
1,WIRE_OUT,483544.3,C593447952,0.0,C1286084959,876379.19,FOREIGN,0,0
1,WIRE_IN,326349.91,C1950136544,0.0,C564160838,778150.49,FOREIGN,0,0
1,DEBIT,1741.24,C1687627235,80942.0,C997608398,366188.92,DOMESTIC,0,0
1,CASH_OUT,312108.51,C1196963249,0.0,C1262822392,8043910.53,DOMESTIC,0,0
1,CASH_OUT,116206.75,C1924990666,283572.48,C1318822808,216670.1,DOMESTIC,0,0
1,CASH_OUT,30331.38,C144445623,167365.73,C998351292,105733.69,DOMESTIC,0,0
1,CASH_OUT,123797.1,C295640874,23621.65,C557041912,153674.01,DOMESTIC,0,0
1,WIRE_IN,621561.65,C82275756,123122.0,C1782113663,0.0,FOREIGN,0,0
1,CASH_OUT,173597.57,C1101598632,0.0,C248609774,3104598.86,DOMESTIC,0,0
1,CASH_OUT,77642.84,C1032568028,0.0,C667346055,416103.33,DOMESTIC,0,0
1,CASH_OUT,144964.23,C1380976928,0.0,C932583850,785172.07,DOMESTIC,0,0
1,CASH_OUT,94038.9,C293474277,0.0,C998351292,136065.07,DOMESTIC,0,0
1,CASH_OUT,134143.27,C2024711353,0.0,C451111351,1754894.42,DOMESTIC,0,0
1,CASH_OUT,497424.19,C711310213,0.0,C932583850,930136.3,DOMESTIC,0,0
1,CASH_OUT,607616.73,C1267042315,0.0,C1286084959,1359923.49,DOMESTIC,0,0
1,CASH_OUT,681093.57,C1335061928,0.0,C1023714065,844302.4,DOMESTIC,0,0
1,CASH_OUT,114057.61,C1108706191,0.0,C932583850,1427560.49,DOMESTIC,0,0
1,CASH_OUT,205279.62,C1160487387,0.0,C932583850,1541618.1,DOMESTIC,0,0
1,CASH_OUT,173512.93,C579447973,0.0,C1816757085,8354718.14,DOMESTIC,0,0
1,CASH_OUT,113283.13,C407148497,0.0,C885951223,123001.91,DOMESTIC,0,0
1,CASH_OUT,179030.05,C16373883,0.0,C1360767589,1357232.47,DOMESTIC,0,0
1,CASH_OUT,94332.0,C1878700101,0.0,C1782113663,621561.65,DOMESTIC,0,0
1,CASH_OUT,141111.15,C40875560,0.0,C2083562754,622023.34,DOMESTIC,0,0
1,CASH_OUT,45756.23,C1042891691,0.0,C392292416,1393202.52,DOMESTIC,0,0
1,CASH_OUT,312471.16,C901689694,0.0,C1789550256,1803420.75,DOMESTIC,0,0
1,CASH_OUT,195490.04,C1107204185,0.0,C564160838,1104500.4,DOMESTIC,0,0
1,CASH_OUT,48252.82,C1818747191,0.0,C451111351,1889037.69,DOMESTIC,0,0
1,CASH_OUT,63830.49,C421191743,0.0,C1531333864,412307.54,DOMESTIC,0,0
1,CASH_OUT,155122.86,C1403716230,0.0,C997608398,367930.17,DOMESTIC,0,0
1,CASH_OUT,517915.91,C388802347,0.0,C1170794006,4404060.84,DOMESTIC,0,0
1,CASH_OUT,34629.16,C1541046463,0.0,C1860513229,38735.74,DOMESTIC,0,0
1,CASH_OUT,285360.06,C753426788,0.0,C1782113663,715893.66,DOMESTIC,0,0
1,CASH_OUT,161445.91,C1586470445,0.0,C557041912,277471.11,DOMESTIC,0,0
1,CASH_OUT,386683.04,C1373577787,0.0,C33524623,1352623.44,DOMESTIC,0,0
1,CASH_OUT,169854.57,C265577219,0.0,C1816757085,8528231.07,DOMESTIC,0,0
1,CASH_OUT,126167.7,C1624817884,0.0,C248609774,3278196.43,DOMESTIC,0,0
